addresspoid,housenum,b7sc,atomicid,geo_housenum,geo_streetname,geo_borough_code,geo_b10sc,geo_censtract,geo_atomicpolygon,geo_grc,geo_grc2,geo_reason_code,geo_message
5166049,130B,53167001,5031901119,130B,HARBOR LOOP,5,53167001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5167999,2701-A1,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A1  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5166355,842,21996503,2004600121,842,CLASON POINT LANE,2,21996503010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5168018,2701-B10,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B10  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168019,2701-B11,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B11  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168020,2701-C1,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C1  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168021,2701-C3,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C3  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168022,2701-C4,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C4  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168023,2701-C5,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C5  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168024,2701-C2,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C2  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168025,2701-C6,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C6  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168026,2701-C7,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C7  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168027,2701-C8,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C8  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168028,2701-C9,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C9  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168029,2701-C10,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C10  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168030,2701-C11,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C11  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168032,2701-C12,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-C12  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.
5168033,2701-D1,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D1  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168034,2701-D2,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D2  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168035,2701-D3,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D3  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168036,2701-D4,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D4  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168037,2701-D5,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D5  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5167771,231,44969001,4091601160,231,HILLSIDE AVENUE,4,44969001010,000000,"",75,"","",DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON
5167772,414,42979001,4091601156,414,BAYSIDE AVENUE,4,42979001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5168063,2701-E10,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E10  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168064,2701-E11,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E11  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168065,2701-E12,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E12  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168066,2701-E13,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E13  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168067,2701-E14,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E14  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168068,2701-E15,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E15  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168069,2701-E16,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E16  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168071,2701-E17,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E17  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168072,2701-E18,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E18  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168073,2701-E19,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E19  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168074,2701-F1,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F1  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168075,2701-F2,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F2  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168076,2701-F3,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F3  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168077,2701-F5,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F5  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168078,2701-F6,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F6  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168079,2701-F4,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F4  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168081,2701-F7,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F7  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168082,2701-F8,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F8  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168083,2701-F9,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F9  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168084,2701-F10,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F10  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168085,2701-F11,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F11  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168086,2701-F12,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F12  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168087,2701-F13,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F13  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168089,2701-F14,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F14  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168090,2701-F15,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F15  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168091,2701-F16,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F16  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168092,2701-F17,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F17  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168093,2701-F18,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F18  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168095,2701-F19,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F19  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168096,2701-F20,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-F20  CONTAINS AN INVALID CHARACTER(F) IN POSITION 6.
5168097,2701-G1,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G1  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168099,2701-G2,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G2  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168100,2701-G3,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G3  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168102,2701-G4,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G4  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168103,2701-G5,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G5  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168104,2701-G6,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G6  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168105,2701-G7,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G7  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168106,2701-G8,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G8  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168107,2701-G9,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G9  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168108,2701-G10,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G10  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168040,2701-D6,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D6  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168041,2701-D7,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D7  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168042,2701-D8,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D8  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168043,2701-D9,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D9  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168044,2701-D10,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D10  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168045,2701-D11,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D11  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168046,2701-D12,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D12  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168047,2701-D13,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D13  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168048,2701-D14,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D14  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168049,2701-D15,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D15  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168050,2701-D16,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D16  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168051,2701-D17,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D17  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168052,2701-D18,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-D18  CONTAINS AN INVALID CHARACTER(D) IN POSITION 6.
5168053,2701-E1,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E1  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168054,2701-E2,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E2  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168056,2701-E3,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E3  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168057,2701-E4,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E4  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168058,2701-E5,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E5  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168059,2701-E6,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E6  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168060,2701-E7,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E7  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168061,2701-E8,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E8  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168062,2701-E9,52979501,5032300936,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-E9  CONTAINS AN INVALID CHARACTER(E) IN POSITION 6.
5168109,2701-G11,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G11  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168110,2701-G12,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G12  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168111,2701-G13,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G13  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168112,2701-G14,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G14  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168113,2701-G15,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G15  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168114,2701-G16,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G16  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168115,2701-G17,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G17  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168116,2701-G18,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G18  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168117,2701-G19,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G19  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168118,2701-G20,52979501,5032300947,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-G20  CONTAINS AN INVALID CHARACTER(G) IN POSITION 6.
5168119,2701-H1,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H1  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168120,2701-H2,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H2  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168121,2701-H3,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H3  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168122,2701-H4,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H4  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168123,2701-H5,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H5  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168124,2701-H6,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H6  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168125,2701-H7,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H7  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168126,2701-H8,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H8  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168127,2701-H9,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H9  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168128,2701-H10,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H10  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168129,2701-H11,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H11  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168130,2701-H12,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H12  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168131,2701-H13,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H13  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168132,2701-H14,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H14  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168133,2701-H15,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H15  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168134,2701-H16,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H16  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168135,2701-H17,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H17  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168136,2701-H18,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-H18  CONTAINS AN INVALID CHARACTER(H) IN POSITION 6.
5168000,2701-A2,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A2  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168001,2701-A3,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A3  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168002,2701-A4,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A4  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168003,2701-A5,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A5  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168004,2701-A6,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A6  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168005,2701-A7,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A7  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168006,2701-A8,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A8  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168007,2701-A9,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A9  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168008,2701-A10,52979501,5032300950,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-A10  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.
5168009,2701-B1,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B1  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168010,2701-B2,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B2  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168011,2701-B4,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B4  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168012,2701-B5,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B5  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168013,2701-B3,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B3  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168014,2701-B6,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B6  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168015,2701-B7,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B7  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168016,2701-B8,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B8  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5168017,2701-B9,52979501,5032300948,"",GOETHALS ROAD NORTH,5,52979501010,000000,"",13,"",1,ADDRESS NBR 2701-B9  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.
5172389,26191,31088001,3040200206,26191,86 STREET,3,31088001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5171609,1241,37003001,3038500302,1241,PATCHEN AVENUE,3,37003001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5171610,1242,37003001,3038500302,1242,PATCHEN AVENUE,3,37003001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5172390,26192,31088001,3040200206,26192,86 STREET,3,31088001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5172777,7111,33043001,3120800209,7111,CRESCENT STREET,3,33043001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5172778,7112,33043001,3120800209,7112,CRESCENT STREET,3,33043001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5172779,7132,33043001,3120800209,7132,CRESCENT STREET,3,33043001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5188400,6B,53915001,5023100106,6B,MICHELLE COURT,5,53915001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5174330,129A,11891001,1015802106,129A,EAST   97 STREET,1,11891001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
5176479,29-21,40954001,4003300104,29-21,41 AVENUE,4,40954001010,000000,"",42,"","",ADDRESS NUMBER OUT OF RANGE
